doctor_id,doctor_id,title,name,city1,city2,region,specialization,reviews,telemedicine,price
2051,137059,Dr.,Rodrigo Scalia,Uberlândia,uberlandia,minas-gerais-mg,psiquiatra,57.0,0,530.0
2052,232451,Dra.,Marildes Luiza De Castro,Belo Horizonte,belo-horizonte,minas-gerais-mg,cardiologista,3.0,0,400.0
2053,779990,Dra.,Fabiana Cruz,Patos de Minas,patos-de-minas,minas-gerais-mg,dermatologista,3.0,0,350.0
2054,742721,,Júlia De Freitas Ramos,Viçosa,vicosa,minas-gerais-mg,psicologo,12.0,1,150.0
2055,386912,Dra.,Milene De Mello,Belo Horizonte,belo-horizonte,minas-gerais-mg,psiquiatra,10.0,0,600.0
2056,776435,,Diego Marques,Belo Horizonte,belo-horizonte,minas-gerais-mg,fisioterapeuta,0.0,0,300.0
2057,622836,Dra.,Marcela Oliveira Brant,Belo Horizonte,belo-horizonte,minas-gerais-mg,dentista,2.0,0,80.0
2058,736710,,Fernando Maia,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicologo,0.0,0,80.0
2059,775296,,Patrícia Xavier Do Nascimento,Divinópolis,divinopolis,minas-gerais-mg,psicanalista,0.0,0,150.0
2060,682649,,Paula Calixto Andrade,Juiz de Fora,juiz-de-fora,minas-gerais-mg,psicologo,7.0,1,100.0
2061,782994,,Adriana Nasário,Bom Despacho,bom-despacho,minas-gerais-mg,psicologo,17.0,1,140.0
2062,697183,Dra.,Luana Gonçalves,Uberlândia,uberlandia,minas-gerais-mg,fisioterapeuta,0.0,0,50.0
2063,773422,Dr.,Lourenço Gontijo Guimarães,Belo Horizonte,belo-horizonte,minas-gerais-mg,cirurgiao-plastico,0.0,0,200.0
2064,697328,Dr.,Juliano Baron,Uberlândia,uberlandia,minas-gerais-mg,cirurgiao-plastico,0.0,0,250.0
2065,376041,Dra.,Claudia Simone Veloso,Montes Claros,montes-claros,minas-gerais-mg,generalista,0.0,0,280.0
2066,349740,Dra.,Carolina Almeida Vieira,Belo Horizonte,belo-horizonte,minas-gerais-mg,endocrinologista,1.0,0,300.0
2067,349328,Dr.,Gustavo Safe,Belo Horizonte,belo-horizonte,minas-gerais-mg,ginecologista,20.0,0,300.0
2068,110748,Dr.,Jefferson Batista De Paula Silva,Uberlândia,uberlandia,minas-gerais-mg,ginecologista,25.0,0,300.0
2069,683689,,Patricia Schneider,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicanalista,0.0,0,150.0
2070,676358,Dr.,Lucas Fraga Correa,Pirapora,pirapora,minas-gerais-mg,urologista,15.0,0,250.0
2071,249638,Dr.,Leonardo Gobbi,Pirapora,pirapora,minas-gerais-mg,endocrinologista,1.0,0,400.0
2072,770645,Dra.,Elisiara Carvalho,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicologo,7.0,1,220.0
2073,691722,Dr.,Matheus Antunes,Montes Claros,montes-claros,minas-gerais-mg,psiquiatra,10.0,0,300.0
2074,740879,,Alessandra Egg,Belo Horizonte,belo-horizonte,minas-gerais-mg,fonoaudiologo,0.0,0,150.0
2075,27143,Dra.,Talita Melo,Belo Horizonte,belo-horizonte,minas-gerais-mg,ginecologista,44.0,0,600.0
2076,735813,Dra.,Fernanda Lima Neder Issa,Nova Lima,nova-lima,minas-gerais-mg,ginecologista,17.0,0,140.0
2077,777500,,Elielson Filho,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicanalista,0.0,0,200.0
2078,750302,,Lucas Albuquerque,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicologo,6.0,1,120.0
2079,759742,,Rubia Patricia Dos Santos,Belo Horizonte,belo-horizonte,minas-gerais-mg,fonoaudiologo,0.0,0,80.0
2080,759762,,Barbara Silveira De Faria,Belo Horizonte,belo-horizonte,minas-gerais-mg,fonoaudiologo,0.0,0,120.0
2081,771938,Dra.,Tátila Miranda,Belo Horizonte,belo-horizonte,minas-gerais-mg,dentista,2.0,0,943.0
2082,706937,Dra.,Gabriela Lopes,Juiz de Fora,juiz-de-fora,minas-gerais-mg,ginecologista,17.0,0,150.0
2083,785060,Dra.,Sabrina Dialuci Aquino,Lavras,lavras,minas-gerais-mg,nutricionista,1.0,0,150.0
2084,692603,Dr.,Renato Linhares,Belo Horizonte,belo-horizonte,minas-gerais-mg,generalista,0.0,0,280.0
2085,662570,Dr.,Glauber Ferreira,Belo Horizonte,belo-horizonte,minas-gerais-mg,ortopedista-traumatologista,8.0,0,250.0
2086,768855,Prof.,Terezinha Maria Araujo,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicanalista,0.0,0,150.0
2087,419287,Dra.,Juliana Vaz,Mateus Leme,mateus-leme,minas-gerais-mg,generalista,0.0,0,250.0
2088,331782,Dr.,Nazy Fuad Ibrahim,Belo Horizonte,belo-horizonte,minas-gerais-mg,ginecologista,80.0,0,350.0
2089,721936,Dra.,Maria Clara Soares Silveira Cardoso,Montes Claros,montes-claros,minas-gerais-mg,psiquiatra,54.0,0,750.0
2090,565755,Dr.,Carlos Alberto Menezes Mariosa,Juiz de Fora,uba,minas-gerais-mg,ortopedista-traumatologista,28.0,0,100.0
2091,688958,,Joyce Assunção,Belo Horizonte,belo-horizonte,minas-gerais-mg,nutricionista,1.0,0,180.0
2092,13113,Dr.,Mauricio Calais,Belo Horizonte,belo-horizonte,minas-gerais-mg,ortopedista-traumatologista,11.0,0,500.0
2093,761239,,Márcio Mendonça,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicologo,0.0,0,90.0
2094,766690,,Jacqueline Borges,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicanalista,0.0,0,130.0
2095,764239,,Talyta Sousa,Três Pontas,tres-pontas,minas-gerais-mg,psicanalista,0.0,0,60.0
2096,780183,,Natalia Gomes,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicanalista,0.0,0,120.0
2097,217771,Dra.,Marisa Andrade Chaves,Belo Horizonte,belo-horizonte,minas-gerais-mg,ginecologista,325.0,0,600.0
2098,48807,Dra.,Rejane Cardoso Costa,Belo Horizonte,belo-horizonte,minas-gerais-mg,otorrino,14.0,0,350.0
2099,662765,Dra.,Melissa Heringer Chamon Barros Quintão,Ipatinga,ipatinga,minas-gerais-mg,psiquiatra,5.0,0,350.0
2100,710343,Dr.,André Silva Campos Do Amaral,Belo Horizonte,belo-horizonte,minas-gerais-mg,psiquiatra,13.0,0,300.0
2101,401079,Dr.,João Paulo Barbosa Bruno,Passos,passos,minas-gerais-mg,urologista,2.0,0,400.0
2102,490650,Dr.,Graziane Diego Santos Rajao,Belo Horizonte,contagem,minas-gerais-mg,ortopedista-traumatologista,12.0,0,150.0
2103,664263,Dr.,Dayvson Antonio Amilton Duarte De Abreu,Montes Claros,montes-claros,minas-gerais-mg,psiquiatra,4.0,0,200.0
2104,472981,Dra.,Eline Nicole Assad,Uberlândia,uberlandia,minas-gerais-mg,psiquiatra,4.0,0,500.0
2105,668426,Dra.,Patricia Hampe Mio Lisboa,Belo Horizonte,belo-horizonte,minas-gerais-mg,fisioterapeuta,0.0,0,145.0
2106,653404,Dr.,Pablo Augusto Fonseca Fava,Belo Horizonte,belo-horizonte,minas-gerais-mg,dermatologista,2.0,0,130.0
2107,759659,Dr.,Heber Augusto Lara Cunha,Belo Horizonte,belo-horizonte,minas-gerais-mg,endocrinologista,0.0,0,400.0
2108,701043,Dra.,Ana Luisa Costa Santos,Belo Horizonte,belo-horizonte,minas-gerais-mg,ginecologista,19.0,1,250.0
2109,696550,Dra.,Bruna Amorim,Belo Horizonte,belo-horizonte,minas-gerais-mg,ginecologista,8.0,0,200.0
2110,738821,Dra.,Ana Paula De Alcântara Freitas,Belo Horizonte,belo-horizonte,minas-gerais-mg,psiquiatra,8.0,0,350.0
2111,745224,,Cátia Maria De Aguiar,Belo Horizonte,belo-horizonte,minas-gerais-mg,terapeuta-complementar,0.0,0,130.0
2112,706852,,Amanda Pinheiro,Belo Horizonte,belo-horizonte,minas-gerais-mg,terapeuta-complementar,0.0,0,100.0
2113,608922,,Arthur Oliveiros Rocha,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicanalista,0.0,0,120.0
2114,770441,,Luiz Claudio Fernandes De Oliveira,Uberlândia,uberlandia,minas-gerais-mg,terapeuta-complementar,0.0,0,40.0
2115,767100,Dr.,Carlos Eduardo Zotin Lopes,Barbacena,barbacena,minas-gerais-mg,generalista,0.0,0,150.0
2116,763295,Dra.,Andressa Couto Oliveira,Campo Belo,campo-belo,minas-gerais-mg,generalista,0.0,0,150.0
2117,771711,Dr.,Michel Reskalla Brando,Ubá,uba,minas-gerais-mg,generalista,0.0,0,200.0
2118,374963,Dr.,Eudis Garcia De Lima,Belo Horizonte,belo-horizonte,minas-gerais-mg,psiquiatra,2.0,0,500.0
2119,306266,Dra.,Maria Cristina Gomes Fernandino Gontijo,Barbacena,barbacena,minas-gerais-mg,cardiologista,1.0,0,330.0
2120,739590,Dra.,Fernanda Solar,Belo Horizonte,belo-horizonte,minas-gerais-mg,generalista,0.0,0,100.0
2121,780242,Dr.,Julio Cesar Figueiredo Santos,Patos de Minas,patos-de-minas,minas-gerais-mg,dermatologista,8.0,0,200.0
2122,761088,,André Mendes Teixeira,Belo Horizonte,belo-horizonte,minas-gerais-mg,generalista,0.0,0,100.0
2123,65635,Dra.,Simone Pinto Dimeglio,Varginha,varginha,minas-gerais-mg,cirurgiao-plastico,1.0,0,250.0
2124,325271,Dra.,Fernanda Castro,Lavras,lavras,minas-gerais-mg,endocrinologista,0.0,0,300.0
2125,116632,Dr.,Michel Murad,Santa Rita de Minas,santa-rita-de-minas,minas-gerais-mg,endocrinologista,0.0,0,250.0
2126,722653,,Raphael Mamede,Brasília de Minas,brasilia-de-minas,minas-gerais-mg,terapeuta-complementar,0.0,0,500.0
2127,785063,Dr.,João Paulo Silva Andrade,Ipatinga,ipatinga,minas-gerais-mg,endocrinologista,0.0,0,300.0
2128,682905,Dra.,Márcia Teixeira De Oliveira,São João del Rei,sao-joao-del-rei,minas-gerais-mg,psicologo,68.0,1,300.0
2129,349390,,Sergio Ricardo Gomes,Formiga,formiga,minas-gerais-mg,terapeuta-complementar,0.0,0,100.0
2130,692570,,Rafael Resende,Cláudio,claudio,minas-gerais-mg,terapeuta-complementar,0.0,0,550.0
2131,636987,Dr.,Frederico Alvarenga Franco,Uberlândia,uberlandia,minas-gerais-mg,oftalmologista,1.0,0,300.0
2132,78986,Dr.,Rodrigo Garcia Vieira,Belo Horizonte,belo-horizonte,minas-gerais-mg,ortopedista-traumatologista,24.0,0,100.0
2133,768477,,Ana Luísa Tassara,Conselheiro Lafaiete,conselheiro-lafaiete,minas-gerais-mg,psicologo,10.0,1,120.0
2134,517441,Dra.,Patrícia Gonçalves Godinho Fróes,Belo Horizonte,belo-horizonte,minas-gerais-mg,endocrinologista,0.0,0,300.0
2135,14584,Dr.,Roberto Werneck,Juiz de Fora,juiz-de-fora,minas-gerais-mg,dentista,2.0,0,680.0
2136,132525,,Lucas Patrick Do Vale,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicologo,0.0,0,100.0
2137,616611,,Rodrigo Teixeira,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicologo,0.0,0,80.0
2138,765085,,Nathiéle Araújo Oliveira,Curvelo,curvelo,minas-gerais-mg,psicologo,0.0,0,150.0
2139,709297,,Léa Olímpio De Moura,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicologo,45.0,1,170.0
2140,734189,Dra.,Juliana Souza,Belo Horizonte,belo-horizonte,minas-gerais-mg,fisioterapeuta,0.0,0,100.0
2141,734594,,Rodrigo Pedro,Ipatinga,ipatinga,minas-gerais-mg,psicologo,0.0,0,40.0
2142,698095,,André Felipe Lopes Gonçalves,Montes Claros,montes-claros,minas-gerais-mg,psicologo,0.0,0,100.0
2143,629448,,Carla Fernanda Santos Souza,Belo Horizonte,belo-horizonte,minas-gerais-mg,terapeuta-complementar,0.0,0,80.0
2144,339933,Dr.,Vinicius Pedro Almeida Valentim,Manhuaçu,manhuacu,minas-gerais-mg,cardiologista,1.0,0,300.0
2145,278889,Dra.,Telma Maria Rossi De Figueiredo Franco,Belo Horizonte,belo-horizonte,minas-gerais-mg,ginecologista,16.0,0,450.0
2146,6754,Dra.,Neuza Maria Duarte De Castro,Uberlândia,uberlandia,minas-gerais-mg,neurologista,0.0,0,700.0
2147,742082,Dr.,Tulio Reis Hannas,Belo Horizonte,belo-horizonte,minas-gerais-mg,oftalmologista,7.0,0,550.0
2148,559582,Dra.,Alana Cristine Cândido Moreira,Contagem,contagem,minas-gerais-mg,nutricionista,1.0,0,130.0
2149,780557,,Thales Machado,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicologo,2.0,1,160.0
2150,726579,Dra.,Larissa Oliveira,Belo Horizonte,belo-horizonte,minas-gerais-mg,fisioterapeuta,0.0,0,70.0
2151,180485,,Larissa Bicalho,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicologo,4.0,1,140.0
2152,42278,,Gislaine Soares,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicologo,51.0,0,210.0
2153,616612,Prof.,Victor Polignano Godoy,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicologo,46.0,1,210.0
2154,198502,Dra.,Sirlei Giannini,Uberlândia,uberlandia,minas-gerais-mg,psicologo,70.0,1,150.0
2155,395431,Dr.,Jose Gondim Filho,Juiz de Fora,juiz-de-fora,minas-gerais-mg,otorrino,2.0,0,250.0
2156,698408,,Joyce Lacerda,Belo Horizonte,belo-horizonte,minas-gerais-mg,fisioterapeuta,0.0,0,70.0
2157,697028,Dra.,Luciana Aurelia Florino,Uberlândia,uberlandia,minas-gerais-mg,dentista,1.0,0,50.0
2158,109153,Dr.,Kenio Cassio Teixeira De Toledo Pereira,Teófilo Otoni,teofilo-otoni,minas-gerais-mg,ginecologista,16.0,0,150.0
2159,709188,Dra.,Talyene De Araújo,Uberlândia,uberlandia,minas-gerais-mg,generalista,0.0,0,500.0
2160,667617,Dra.,Suzana Mota Machado,Unaí,unai,minas-gerais-mg,generalista,0.0,0,400.0
2161,779146,Dra.,Sofia Helena Dias Borges Pinto,Montes Claros,montes-claros,minas-gerais-mg,otorrino,0.0,0,200.0
2162,120030,Prof.,Lucas Baptista Albertoni,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicologo,45.0,1,320.0
2163,738475,Dr.,Emerson Ogasawara,Montes Claros,montes-claros,minas-gerais-mg,fisioterapeuta,0.0,0,180.0
2164,780663,Dra.,Thais Carreiro De Morais,Belo Horizonte,belo-horizonte,minas-gerais-mg,psiquiatra,4.0,0,350.0
2165,706808,,Marina Albieri,Conceição Do Mato Dentro,conceicao-do-mato-dentro,minas-gerais-mg,fisioterapeuta,0.0,0,80.0
2166,683787,Dra.,Raquel Muniz Leite,Juiz de Fora,juiz-de-fora,minas-gerais-mg,generalista,0.0,0,300.0
2167,705559,,Fernanda Ferron,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicologo,27.0,1,200.0
2168,68054,,Pamella Donadoni,Visconde Do Rio Branco,visconde-do-rio-branco,minas-gerais-mg,nutricionista,1.0,0,170.0
2169,760169,,Marina Maia Diniz,Belo Horizonte,belo-horizonte,minas-gerais-mg,nutricionista,1.0,0,180.0
2170,130671,Dra.,Cintia Fonseca De Assis Santana,Belo Horizonte,betim,minas-gerais-mg,ginecologista,4.0,0,250.0
2171,778956,Dr.,Rafael Luis Soares De Camargos,Divinópolis,divinopolis,minas-gerais-mg,neurologista,0.0,0,350.0
2172,778997,Prof.,Kenya Aline Rocha Monteiro,Carrancas,carrancas,minas-gerais-mg,psicologo,10.0,1,150.0
2173,662810,Dr.,Paulo Frederico Esteves,Divinópolis,divinopolis,minas-gerais-mg,cardiologista,1.0,0,350.0
2174,741985,Dra.,Julienni Arvelos,Coromandel,coromandel,minas-gerais-mg,ginecologista,22.0,0,250.0
2175,350178,Dra.,Daniela Soares,Patos de Minas,patos-de-minas,minas-gerais-mg,ginecologista,19.0,0,250.0
2176,581094,Dra.,Cecilia De Paula Carvalho Pinto,Varginha,varginha,minas-gerais-mg,fisioterapeuta,0.0,0,50.0
2177,702419,Dr.,Mauro Henrique Soares,Ipatinga,ipatinga,minas-gerais-mg,cardiologista,2.0,0,200.0
2178,695006,,Carla Bonfim,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicologo,0.0,0,180.0
2179,773341,Dra.,Andréa Christine Teixeira,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicologo,18.0,1,150.0
2180,735871,,Bárbara Corrêa,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicologo,14.0,1,120.0
2181,766856,Dra.,Aylanne Rosa,Governador Valadares,governador-valadares,minas-gerais-mg,ginecologista,7.0,0,300.0
2182,625966,Dr.,Paulo Eduardo De Oliveira Rocha,Belo Horizonte,belo-horizonte,minas-gerais-mg,neurologista,0.0,0,350.0
2183,752387,,Aldo Ivan Pereira Paiva,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicologo,0.0,0,150.0
2184,174893,,Alexandre Motta Alonso,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicanalista,0.0,0,100.0
2185,768949,Dr.,Pedro Azevedo,Nova Lima,nova-lima,minas-gerais-mg,dentista,1.0,0,150.0
2186,111393,Dra.,Renata Vilhena Rocha Vilhena,Nova Lima,nova-lima,minas-gerais-mg,generalista,0.0,0,100.0
2187,738386,Dr.,Herly Carli Freitas,Três Corações,tres-coracoes,minas-gerais-mg,cardiologista,0.0,0,250.0
2188,521421,Dr.,José Roberto Barbosa,Patos de Minas,patos-de-minas,minas-gerais-mg,ortopedista-traumatologista,7.0,0,220.0
2189,10519,,Francis Bittencourt Oliveira,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicanalista,0.0,0,400.0
2190,193853,Dr.,Eduardo Cunha Fonseca,Belo Horizonte,belo-horizonte,minas-gerais-mg,ginecologista,17.0,0,300.0
2191,2156,Dr.,Marcelo Conde Nascimento,Lagoa Da Prata,lagoa-da-prata,minas-gerais-mg,oftalmologista,1.0,0,280.0
2192,335882,Dra.,Stela Gleide Martins Leite,Belo Horizonte,belo-horizonte,minas-gerais-mg,oftalmologista,1.0,0,300.0
2193,348059,Dra.,Jussara Lamego Lopes,Belo Horizonte,belo-horizonte,minas-gerais-mg,oftalmologista,9.0,0,200.0
2194,111994,Dr.,Hernani Dias De Souza,Poços de Caldas,pocos-de-caldas,minas-gerais-mg,oftalmologista,2.0,0,100.0
2195,433509,Dr.,Fábio Luciano Teixeira Veloso,Montes Claros,montes-claros,minas-gerais-mg,ortopedista-traumatologista,41.0,0,300.0
2196,683960,,Cristiana Pereira Barbosa,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicologo,16.0,1,150.0
2197,707126,Dra.,Verônica Jardim Araújo,Belo Horizonte,belo-horizonte,minas-gerais-mg,cardiologista,0.0,0,190.0
2198,331726,,Aline Luciane Ferraz,Belo Horizonte,belo-horizonte,minas-gerais-mg,nutricionista,1.0,0,250.0
2199,374700,,Gelson Martins,Uberlândia,uberlandia,minas-gerais-mg,psicologo,67.0,1,150.0
2200,758702,Dr.,Valdemir Simão,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicologo,9.0,1,100.0
2201,759751,Dr.,Fernando Augusto Medeiros Carrera Macedo,Belo Horizonte,belo-horizonte,minas-gerais-mg,neurologista,0.0,0,150.0
2202,759760,Dr.,Eder Da Silva Rocha,Belo Horizonte,belo-horizonte,minas-gerais-mg,neurologista,0.0,0,120.0
2203,676123,,Luiza França,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicologo,0.0,0,100.0
2204,514723,,Luan Teles,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicologo,29.0,1,150.0
2205,766215,Dra.,Rafaella Monteiro Gusmão,Belo Horizonte,belo-horizonte,minas-gerais-mg,fonoaudiologo,0.0,0,80.0
2206,740272,,Lidnéia Leite,Contagem,contagem,minas-gerais-mg,psicologo,0.0,0,180.0
2207,338472,Dr.,Bruno Muzzi Camargos,Belo Horizonte,belo-horizonte,minas-gerais-mg,ginecologista,4.0,0,350.0
2208,761317,Dra.,Aline Martins Braga Gilberti,Belo Horizonte,belo-horizonte,minas-gerais-mg,ginecologista,7.0,0,350.0
2209,270640,Dr.,Glauco Almeida Passos,Belo Horizonte,belo-horizonte,minas-gerais-mg,ortopedista-traumatologista,5.0,0,300.0
2210,683872,Dr.,Lucas Cruz,Sete Lagoas,sete-lagoas,minas-gerais-mg,ortopedista-traumatologista,5.0,0,350.0
2211,148928,,Emília Cristina Andrade Albino,Uberlândia,uberlandia,minas-gerais-mg,psicologo,36.0,1,180.0
2212,602857,Dr.,Eyder Leite Ferreira,Belo Horizonte,belo-horizonte,minas-gerais-mg,urologista,11.0,0,400.0
2213,12036,Dra.,Walma Sibele Maria,Belo Horizonte,belo-horizonte,minas-gerais-mg,cardiologista,1.0,0,250.0
2214,692093,Dra.,Lulia Dib,Belo Horizonte,belo-horizonte,minas-gerais-mg,nutricionista,0.0,0,280.0
2215,161116,Dr.,Rafael Raso,Belo Horizonte,belo-horizonte,minas-gerais-mg,ortopedista-traumatologista,17.0,0,300.0
2216,278628,Dra.,Viviane Valemis Reis,Varginha,varginha,minas-gerais-mg,psiquiatra,5.0,0,350.0
2217,765495,Dra.,Valéria Serafim,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicanalista,0.0,0,80.0
2218,748420,Dr.,José Geraldo Graciano,Caratinga,caratinga,minas-gerais-mg,psiquiatra,3.0,0,320.0
2219,76513,Dr.,Sérgio Ricardo Neto,Juiz de Fora,juiz-de-fora,minas-gerais-mg,ortopedista-traumatologista,6.0,0,250.0
2220,753229,,Guilherme Augusto Madeira,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicologo,15.0,1,80.0
2221,780766,Dra.,Simone Vieira M. S. Hoffmann,Varginha,varginha,minas-gerais-mg,cardiologista,0.0,0,350.0
2222,742891,Dr.,Thiago Liberato,Formiga,formiga,minas-gerais-mg,oftalmologista,1.0,0,200.0
2223,569689,Dr.,João Batista Augusto De Figueiredo Sousa,Unaí,brasilia,minas-gerais-mg,ortopedista-traumatologista,3.0,0,150.0
2224,706951,Dr.,Camilo Miranda De Pinho Tavares,Belo Horizonte,belo-horizonte,minas-gerais-mg,ortopedista-traumatologista,6.0,0,250.0
2225,772406,,Luciana Lemos Vianna,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicologo,0.0,0,120.0
2226,770621,,Pedro Abrahão,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicologo,0.0,0,100.0
2227,662699,Dr.,Daniel Fernando,São João del Rei,sao-joao-del-rei,minas-gerais-mg,psiquiatra,6.0,0,350.0
2228,682660,Dra.,Marcella Leite,Belo Horizonte,belo-horizonte,minas-gerais-mg,cardiologista,0.0,0,150.0
2229,608876,Dra.,Thaís Morato,Belo Horizonte,belo-horizonte,minas-gerais-mg,nutricionista,0.0,0,250.0
2230,425341,,Isabella Aquino,Belo Horizonte,belo-horizonte,minas-gerais-mg,nutricionista,0.0,0,250.0
2231,783969,,Thaís Monielle Alves De Oliveira,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicanalista,0.0,0,199.0
2232,701221,,Rosemeire Santos Souza,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicanalista,1.0,0,85.0
2233,616773,,Camila Lopes,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicologo,0.0,0,150.0
2234,406249,Dr.,Carlos Rubens Lucas De Figueiredo,Belo Horizonte,belo-horizonte,minas-gerais-mg,oftalmologista,2.0,0,500.0
2235,695256,Dr.,Frank Alves Rosa,Patos de Minas,patos-de-minas,minas-gerais-mg,otorrino,0.0,0,300.0
2236,734169,,Marcella Santos,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicologo,0.0,0,110.0
2237,735084,Dra.,Ana Cláudia Fernandes Silva,Ipatinga,ipatinga,minas-gerais-mg,psicologo,0.0,0,85.0
2238,762529,,Lucas Antonucci,Ubá,uba,minas-gerais-mg,psicologo,0.0,0,100.0
2239,28334,Dr.,Fernando Augusto Zeh Pinto,Belo Horizonte,belo-horizonte,minas-gerais-mg,medico-clinico-geral,1.0,0,350.0
2240,777133,Dr.,Éder Naves,Uberlândia,uberlandia,minas-gerais-mg,cardiologista,0.0,0,350.0
2241,778893,Dra.,Mayara Ferreira Goldner,Juiz de Fora,juiz-de-fora,minas-gerais-mg,cardiologista,0.0,0,90.0
2242,199855,Dra.,Luciana Batista,Belo Horizonte,belo-horizonte,minas-gerais-mg,nutricionista,0.0,0,200.0
2243,751413,Dra.,Renata Rodrigues De Castro Morais,Nova Lima,nova-lima,minas-gerais-mg,nutricionista,0.0,0,220.0
2244,770571,Dra.,Amanda Milagres,Contagem,contagem,minas-gerais-mg,psicanalista,0.0,0,90.0
2245,61057,Dr.,Jason Alves Marques,Contagem,contagem,minas-gerais-mg,urologista,5.0,0,700.0
2246,705909,,Priscila Barros Gomes Nunes,Belo Horizonte,belo-horizonte,minas-gerais-mg,fonoaudiologo,0.0,0,155.0
2247,708908,,Fabiana Ribeiro Camara,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicologo,0.0,0,150.0
2248,743331,,Vitor Braga Tostes,Lagoa Santa,lagoa-santa,minas-gerais-mg,psicologo,11.0,1,95.0
2249,628601,Dr.,Claudio Diniz Carvalho,Uberlândia,uberlandia,minas-gerais-mg,ortopedista-traumatologista,8.0,0,360.0
2250,229919,Dr.,Alexandre Hampel,Ribeirão das Neves,ribeirao-das-neves,minas-gerais-mg,psiquiatra,3.0,0,200.0
2251,712753,,Gabriel Antonio Kunze Dos Santos,Poços de Caldas,pocos-de-caldas,minas-gerais-mg,psicologo,6.0,1,90.0
2252,676419,,Cássio Vilela Prado,Brumadinho,brumadinho,minas-gerais-mg,psicologo,0.0,0,120.0
2253,697114,,Diego Geoffroy,Juiz de Fora,juiz-de-fora,minas-gerais-mg,psicanalista,0.0,0,100.0
2254,714296,,Ana Luiza Xavier Lelles,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicologo,0.0,0,80.0
2255,721660,Dra.,Ana Paula Trad,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicologo,0.0,0,100.0
2256,773491,Prof.,André Figueiredo,Juiz de Fora,juiz-de-fora,minas-gerais-mg,urologista,0.0,0,300.0
2257,525283,Dr.,Cássio Coelho Da Cruz,Viçosa,vicosa,minas-gerais-mg,urologista,0.0,0,220.0
2258,168809,Dr.,Igor Fernando De Aquino Moreira,Belo Horizonte,belo-horizonte,minas-gerais-mg,ginecologista,15.0,0,180.0
2259,745229,Dr.,Luiz Olimpio Garcia Pedrosa,Belo Horizonte,belo-horizonte,minas-gerais-mg,ortopedista-traumatologista,7.0,0,400.0
2260,773453,,Isabela Vidal Drumond,Belo Horizonte,belo-horizonte,minas-gerais-mg,fisioterapeuta,0.0,0,60.0
2261,518049,Dra.,Patricia Lasmar,Nova Lima,belo-horizonte,minas-gerais-mg,medico-clinico-geral,1.0,0,200.0
2262,707321,Dr.,Antônio Carlos Maldonado Guimarães,Montes Claros,montes-claros,minas-gerais-mg,cirurgiao-plastico,0.0,0,350.0
2263,451589,Dra.,Clea Marcia Veloso Neves Leal,Belo Horizonte,belo-horizonte,minas-gerais-mg,ginecologista,35.0,0,200.0
2264,739179,,Raquel Prado Xavier,Uberlândia,uberlandia,minas-gerais-mg,psicologo,0.0,0,120.0
2265,755512,Dra.,Mayana Rodrigues Dos Santos Ribeiro,Belo Horizonte,belo-horizonte,minas-gerais-mg,nutricionista,0.0,0,120.0
2266,726176,,Marina Dennis,Belo Horizonte,belo-horizonte,minas-gerais-mg,fisioterapeuta,0.0,0,150.0
